"canonical_locality_id","current_name_en","candidate_name_ar","review_status"
"LB-LOC-8A5857947D85","Deir_Mar_Semaan","","unresolved"
"LB-LOC-C4B5496FEBA7","Dimane","","unresolved"
"LB-LOC-2E4E9AABB9B6","Hadath_el-Jubbe","","unresolved"
"LB-LOC-0F07926E2048","Hadath_el-Jubbe_el-Aalya","","unresolved"
"LB-LOC-95BFF279CE49","Hadchit","","unresolved"
"LB-LOC-76654BB78F48","Hasroun","","unresolved"
"LB-LOC-C17AEDF7A438","Hasroun_el-Fawqa","","unresolved"
"LB-LOC-644E4E06E95A","Mazraat_Bsharri","","unresolved"
"LB-LOC-6206266F8791","Mazraat_el-Arz","","unresolved"
"LB-LOC-9F1EF3DB32C6","Qarhaq","","unresolved"
"LB-LOC-050F24F59591","Qnat","","unresolved"
"LB-LOC-6BC10C22BB51","Taran-BS","","unresolved"
"LB-LOC-067C750BFE11","The_Cedars","","unresolved"
"LB-LOC-9AEB1AC2DEAA","Tourza-BS","","unresolved"
"LB-LOC-49E05034D9EC","Wadi_Qadisha","","unresolved"
"LB-LOC-1E6831EA640F","Aaba","","unresolved"
"LB-LOC-5EBF39D1F679","Abou_Halqa","","unresolved"
"LB-LOC-AB8516D99159","Afsdiq","","unresolved"
"LB-LOC-50F46A8AB8F2","Amioun","","unresolved"
"LB-LOC-16AD42CE7BE4","Amioun_el-Fawqa","","unresolved"
"LB-LOC-2E7D119C794E","Anfeh","","unresolved"
"LB-LOC-85FB06DC9F7A","Anfeh_el-Balda","","unresolved"
"LB-LOC-D27A8574FD7D","Barsa","","unresolved"
"LB-LOC-31A6E68F5465","Batralioun","","unresolved"
"LB-LOC-1788AD279DC1","Bchmizzine","","unresolved"
"LB-LOC-060EDA86F2D9","Bednayel-KR","","unresolved"
"LB-LOC-9E382497043B","Besarma-KR","","unresolved"
"LB-LOC-05C14C793242","Bino","","unresolved"
"LB-LOC-E0EBF98483A4","Btaaboura","","unresolved"
"LB-LOC-9F0FF80E051A","Bteram-KR","","unresolved"
"LB-LOC-25BD97CD0DCB","Btermaz","","unresolved"
"LB-LOC-20849185C9E8","Chekka","","unresolved"
"LB-LOC-D3B02C1381F3","Dar_Baachtar-KR","","unresolved"
"LB-LOC-0B99154DDD66","Deddeh","","unresolved"
"LB-LOC-DAE130E5BAEB","Deir_Billa","","unresolved"
"LB-LOC-D65558A84D02","Fih-KR","","unresolved"
"LB-LOC-BF3005D7FCFB","Halba_el-Koura","","unresolved"
"LB-LOC-7D2ACB6628D2","Harissa-KR","","unresolved"
"LB-LOC-0D2BFFDF4C34","Ijdabra","","unresolved"
"LB-LOC-B36FCEDCC7F7","Kelhat","","unresolved"
"LB-LOC-05AE50070020","Kelhat_el-Aalya","","unresolved"
"LB-LOC-28F1831158EE","Kfar_Abida-KR","","unresolved"
"LB-LOC-5FADE3A379B5","Kfar_Aqqa","","unresolved"
"LB-LOC-A7B673B5956B","Kfar_Halda_el-Kouraniye","","unresolved"
"LB-LOC-95F52C9DE85E","Kfar_Hata","","unresolved"
"LB-LOC-E1A71A9F2936","Kfar_Hazir","","unresolved"
"LB-LOC-D16985C710F9","Kfar_Hazir_el-Aala","","unresolved"
"LB-LOC-44C0E3A02D44","Kfar_Saroun","","unresolved"
"LB-LOC-C995B6F6FD06","Kousba","","unresolved"
"LB-LOC-B9828D01BA1D","Kousba_el-Aala","","unresolved"
"LB-LOC-0802618D0D7B","Majdala-KR","","unresolved"
"LB-LOC-CD39165A19C7","Majdalouna-KR","","unresolved"
"LB-LOC-CA5B8859D4D5","Mayfouq","","unresolved"
"LB-LOC-8C4301F944C7","Nahel","","unresolved"
"LB-LOC-40AA1E76D7AD","Qelhat","","unresolved"
"LB-LOC-AE0D2C2CFD09","Ras_Masqa-KR","","unresolved"
"LB-LOC-111388D320F3","Zaghrine-KR","","unresolved"
"LB-LOC-534FBC436982","Zahriye_el-Koura","","unresolved"
"LB-LOC-71611EFC1C0F","Aassoun","","unresolved"
"LB-LOC-2AF910353280","Afqa-MD","","unresolved"
"LB-LOC-1801314368C3","Aimar","","unresolved"
"LB-LOC-1396050BC204","Ain_et-Tineh-MD","","unresolved"
"LB-LOC-EC8C1901FE75","Aito","","unresolved"
"LB-LOC-E456C43A30F0","Asmout","","unresolved"
"LB-LOC-D4FAE35183A9","Asnoun","","unresolved"
"LB-LOC-055CE5A8264C","Bakhoun","","unresolved"
"LB-LOC-1D1C5BA15009","Bakhoun_el-Aalya","","unresolved"
"LB-LOC-BA5C6A160BA9","Bchennine-MD","","unresolved"
"LB-LOC-458166CFA96F","Bedbhoun","","unresolved"
"LB-LOC-0612EB479516","Beit_Awkar","","unresolved"
"LB-LOC-3F8A4B24BB09","Beit_el-Faqs","","unresolved"
"LB-LOC-7D7142FAE410","Beit_el-Faqs_el-Aala","","unresolved"
"LB-LOC-850C6AD1D69D","Beit_el-Maqdess","","unresolved"
"LB-LOC-B28FA3743BE6","Bhanine","","unresolved"
"LB-LOC-57D00ACE9A7F","Bhwayta","","unresolved"
"LB-LOC-0BDDF6E7930F","Bqaa_Aajnaniya","","unresolved"
"LB-LOC-EAD6FB33302B","Bqaa_Safrine","","unresolved"
"LB-LOC-32825CEB0C90","Bqaa_Safrine_el-Aala","","unresolved"
"LB-LOC-24857DA83289","Bqarzla","","unresolved"
"LB-LOC-794F9510438D","Bteram","","unresolved"
"LB-LOC-02702866C8FA","Btermaz-MD","","unresolved"
"LB-LOC-1AE08584226E","Byada","","unresolved"
"LB-LOC-B7FB5E30D516","Bzaoun","","unresolved"
"LB-LOC-38939270F935","Dbaal","","unresolved"
"LB-LOC-67D08AC11AF7","Deir_Ammar","","unresolved"
"LB-LOC-B0E52BB8FC92","Deir_Ammar_el-Aala","","unresolved"
"LB-LOC-AD1DE3476829","Dinniyeh","","unresolved"
"LB-LOC-4D19535AC26D","El_Mrah","","unresolved"
"LB-LOC-6A4CB8101A2A","Haql_el-Alam-MD","","unresolved"
"LB-LOC-8DA01C63E1F9","Haql_el-Azimeh","","unresolved"
"LB-LOC-7762A5DD8035","Harf_Siyad","","unresolved"
"LB-LOC-42592D009E69","Hawawra","","unresolved"
"LB-LOC-8124A76E7021","Hazmieh-MD","","unresolved"
"LB-LOC-E070B7D89649","Ijbaa","","unresolved"
"LB-LOC-A3B5E7D0D97C","Izal","","unresolved"
"LB-LOC-80EF367B93C7","Jisr_el-Minieh","","unresolved"
"LB-LOC-F4A6A1D594DF","Kahf_el-Moulouk","","unresolved"
"LB-LOC-FBD2C534EBA8","Karm_el-Mohr","","unresolved"
"LB-LOC-F816E714D17B","Kfar_Abida","","unresolved"
"LB-LOC-662CADCF21E5","Kfar_Chellane","","unresolved"
"LB-LOC-A0A7ACAC1CFD","Kfar_Dlaqous-MD","","unresolved"
"LB-LOC-E5A08B75D742","Kfar_Habo","","unresolved"
"LB-LOC-442E69161EF9","Kfar_Habou","","unresolved"
"LB-LOC-6C1D1E946C75","Kfar_Habou_el-Aala","","unresolved"
"LB-LOC-482763580E46","Kfray","","unresolved"
"LB-LOC-89ADDD5223C4","Mar_Semaan-MD","","unresolved"
"LB-LOC-C23CEFE7C386","Maryata","","unresolved"
"LB-LOC-B2E983C94822","Mays_el-Jabal-MD","","unresolved"
"LB-LOC-00ECEF50D5B3","Mazraat_Balda-MD","","unresolved"
"LB-LOC-97DE94EFE263","Mazraat_Beit_Jaafar","","unresolved"
"LB-LOC-186D61C59A26","Minieh","","unresolved"
"LB-LOC-C32C109C8E38","Minieh_el-Qadimeh","","unresolved"
"LB-LOC-72E8DBB17E65","Minieh_es-Sahel","","unresolved"
"LB-LOC-9C2FB0A86EA7","Mouhammara","","unresolved"
"LB-LOC-1AB99817D901","Mouhammara_ej-Janoubiye","","unresolved"
"LB-LOC-D8082B80176D","Mrah_es-Sraj","","unresolved"
"LB-LOC-522DEC94081D","Mrah_ez-Ziyat-MD","","unresolved"
"LB-LOC-F1A99A0404E9","Nbaat_es-Safa","","unresolved"
"LB-LOC-8A43B29884F0","Nemmoura","","unresolved"
"LB-LOC-C71A69255E95","Nemrine","","unresolved"
"LB-LOC-19B9C973ED96","Qarn_es-Sindyaneh","","unresolved"
"LB-LOC-A580022364F4","Qorsayfeh","","unresolved"
"LB-LOC-1DC9A00D92FF","Rawdha","","unresolved"
"LB-LOC-CBEE069755D6","Safinet_ed-Drayb","","unresolved"
"LB-LOC-161E51852B02","Sir_Ed-Dinniyeh","","unresolved"
"LB-LOC-67B398E449E3","Taran","","unresolved"
"LB-LOC-322FE139E53F","Terbol-MD","","unresolved"
"LB-LOC-DDE8A415DA0A","Terbol_ed-Dinniyeh","","unresolved"
"LB-LOC-C37D5792F739","Zghortaghrine","","unresolved"
"LB-LOC-913BC32591AD","Abi_Samra","","unresolved"
"LB-LOC-8DF43008BC0D","Bab_el-Tebbaneh","","unresolved"
"LB-LOC-3D198A2F90DA","Beddawi","","unresolved"
"LB-LOC-EC6CE376F6D1","Debbiyeh-TR","","unresolved"
"LB-LOC-4EF6B4755117","Dhahr_el-Ain","","unresolved"
"LB-LOC-EF078DBE927A","El_Mina","","unresolved"
"LB-LOC-084B5CC4F0AE","El_Qobbeh","","unresolved"
"LB-LOC-7F63591CA2DB","Koura-TR","","unresolved"
"LB-LOC-8DD8DB2741B0","Majdaliyya","","unresolved"
"LB-LOC-678B114CE4A0","Qalamoun","","unresolved"
"LB-LOC-F644A0487F73","Ras_Masqa","","unresolved"
"LB-LOC-B4E99070E95F","Tabbiye","","unresolved"
"LB-LOC-96D7741CA542","Tripoli","","unresolved"
"LB-LOC-5456D0E5FB4F","Zahrieh","","unresolved"
"LB-LOC-41A74B393313","Zahriye_el-Khaldiye","","unresolved"
"LB-LOC-BD6894016941","Achach","","unresolved"
"LB-LOC-B6E7156AD360","Ain_Ibl-ZG","","unresolved"
"LB-LOC-6105434B063B","Ain_el-Ghar","","unresolved"
"LB-LOC-94CAF5734A77","Ain_et-Tineh-ZG","","unresolved"
"LB-LOC-6DF756D430D2","Aito-ZG","","unresolved"
"LB-LOC-57A95141DE62","Alma-ZG","","unresolved"
"LB-LOC-5D849B3D06BA","Arde","","unresolved"
"LB-LOC-11403FACE021","Aridha","","unresolved"
"LB-LOC-05AC977B7BF4","Arjes","","unresolved"
"LB-LOC-40A5D3436106","Azqi","","unresolved"
"LB-LOC-7247D8DC5004","Bchennine","","unresolved"
"LB-LOC-65F3110D09E4","Beit_Awkar-ZG","","unresolved"
"LB-LOC-9BC1F1C3D107","Beit_Layf","","unresolved"
"LB-LOC-BBD480345804","Besarma","","unresolved"
"LB-LOC-394E3EEA41D4","Bnachii","","unresolved"
"LB-LOC-760AF8949418","Bnqaba","","unresolved"
"LB-LOC-D3B2181F67D4","Bqaa_Kafra","","unresolved"
"LB-LOC-AD20B80EB4D3","Bteram-ZG","","unresolved"
"LB-LOC-76DC92DA325B","Bzeeza","","unresolved"
"LB-LOC-EFE229C5999D","Dar_Baachtar","","unresolved"
"LB-LOC-6977BD79B648","Ed-Dahr","","unresolved"
"LB-LOC-1A8E6303B6FA","Ehden","","unresolved"
"LB-LOC-681390899212","El-Bnayeh","","unresolved"
"LB-LOC-0A5B5D09B978","Fih","","unresolved"
"LB-LOC-679E804217F8","Haqel-ZG","","unresolved"
"LB-LOC-813783416BF4","Hardine-ZG","","unresolved"
"LB-LOC-8CF55FF28769","Hardine_et-Tahta","","unresolved"
"LB-LOC-E12234DCFEA7","Harf_Arde","","unresolved"
"LB-LOC-AE6E24E56636","Hasroun-ZG","","unresolved"
"LB-LOC-6C15EF605CA9","Karm_Saddeh","","unresolved"
"LB-LOC-D5B1902C2BDD","Karm_Saddeh_el-Fawqa","","unresolved"
"LB-LOC-0E75AE7F8A03","Kfar_Bni","","unresolved"
"LB-LOC-349F61886340","Kfar_Fou","","unresolved"
